images,captions
43345,A man carries a dog as the man walks on the sand.
43346,A man walking through sand and holding a dog over his shoulders.
43347,a person walking across sand with a dog on their shoulders
43348,A person is walking on the beach with a dog on over their shoulders.
43349,A man posing on skiis in the snow.
43350,a skier riding down a cross country trail on a snowy mountain.
43351,A person standing on a path posing with a pair of skis.
43352,A person on a snowy hill possessing for a picture.
43353,A skier is posing on a mountain for a picture.
43354,a man in white is playing a game of tennis
43355,A man throwing a ball on a tennis court with a racket in his other hand.
43356,Tennis player and white outfit holding up the yellow ball. 
43357,a man that is playing tennis on a tennis court
43358,A man is throwing his tennis ball into the air.
43359,A young girl holding a hair dryer and getting her hair brushed.
43360,A young girl is having her hair combed while holding a blow dryer.
43361,A girl holds a hairdryer while someone combs her hair. 
43362,A kid with a hair dryer in a room.
43363,The little girl drying her hair with a hair dryer.
43364,A woman holding a video game controller and grinning.
43365,An older woman is playing a video game.
43366,An older woman smiles with using the steering wheel of a video game.
43367,A woman having fun playing a video game system.
43368,A woman is playing a game with a steering wheel.
43369,A polo player riding his hot and sweating horse
43370,There is a male horse jockey riding a horse
43371,"A man with the number ""120"" on his shirt is riding his horse. "
43372,A man riding a horse in a open field.
43373,A man is riding a horse in a grassy field.
43374,A man in plaid shirt flying a kit in city space.
43375,A person standing outside near many tall buildings.
43376,A young man standing on a walkway while flying a kite.
43377,A man flying a kite in the plaza of a large city.
43378,A person is flying a kite in the city.
43379,A man holding a guitar for a music composition.
43380,a man on stage playing the guitar while looking at music 
43381,Man in black clothing and red tie playing guitar. 
43382,This boy is looking at a sheet of music.
43383,A man in a band reading music and playing guitar.
43384,A smiling little girl hugging a teddy bear.
43385,A child smiling as they hold a teddy bear. 
43386,Smiling girl in pigtails hugging a stuffed bear.
43387,a close up of a kid holding a studded animal
43388,A young girl holds a teddy bear in front of the camera.
43389,A young boy wearing a Buzz Light Year costume.
43390,a little boy dressed like buzz lightyear and wearing a frisbee around his neck
43391,A boy in a Buzz Light Year Costume with a frisbee around his neck.
43392,a boy is wearing a flying disk around his neck
43393,A little boy in a costume standing in the grass.
43394,The man is hitting the baseball during the game.
43395,The player in an orange shirt is preparing to swing a bat. 
43396,A batter in the batters box during a baseball game.
43397,A baseball player holding a bat next to home plate.
43398,The baseball player is getting ready to hit the ball.
43399,A man sitting at a desk in front of a computer.
43400,a person sitting at a desk with a monitor and keyboard
43401,A person sitting at a desk with a computer.
43402,A man is staring intently at what is on the computer screen.
43403,A man sitting in front of a desktop computer.
43404,A man wearing a vest and a tie with a smile.
43405,a person that has a sweeter and a tie on. 
43406,"A close-up picture of a man wearing a dress shirt, plaid tie, and sweater vest."
43407,A person is wearing a shirt and tie.
43408,The neck of a person wearing a neck tie with a sweater over it.
43409,A guy sitting at a dining table with some tasty looking food.
43410,A man is eating food at a table
43411,A man is getting ready to begin eating
43412,"A man seated at a table in a restaurant, with a pizza in front of him that has various toppings."
43413,A man at a restaurant table getting a slice of pizza. 
43414,a person is holding a red umbrella inside
43415,A person is holding a red umbrella down and behind her is a TV on.
43416,a young woman is playing with a red umbrella
43417,a woman plays with an open umbrella in a room
43418,a woman holding an umbrella designed to shelter a dog from the rain
43419,A woman stands at a counter of a long kitchen area with white appliances and brown cabinets.
43420,A person working in a long narrow kitchen in a home.
43421,A person is preparing food in a kitchen.
43422,a person wearing a blue shirt a refrigerator and a stove
43423,A boy cutting a pizza on a wooden cutting board.
43424,Person cutting up a pizza on a wooden cutting board. 
43425,A young man cutting a pizza on top of a table.
43426,Person slicing up a large thin crust pizza into several pieces
43427,A young person is cutting pizza on a small table.
43428,A beautiful woman riding a surfboard on a wave.
43429,A woman rides a wave on a body board.
43430,A happy girl riding a boogie board all the way to the beach
43431,A girl riding a wave back to the shore on a boogie board.
43432,Young girl lying on a surfboard wearing goggles and smiling.
43433,A person sitting down eating a sandwich next to a street.
43434,A man in a red sweater holding a croissant with meat inside.
43435,Someone sitting outside with a bag of food.
43436,A person sitting outside has a sandwich on their lap.
43437,A person is sitting down holding a stuffed croissant.
43438,a kid poses on a side walk as a baseball player 
43439,Boy mimicking baseball batter's stance with rolled up paper.
43440,A young person holding rolls of paper as if they were a baseball bat.
43441,A smiling boy is holding rolled up paper like a bat on a sidewalk.
43442,a young person on a city street holding something
43443,A boy is swinging at a ball during a baseball game.
43444,A boy that is hitting a ball with a baseball bat.
43445,A person with a bat and helmet hits a ball.
43446,a boy in a yellow and white uniform hitting a baseball
43447,A young baseball player is hitting the ball. 
43448,A child that is playing on a toy out in the park.
43449,A child is playing in a recreational park.
43450,A child playing on a moving playground set.
43451,A child is playing on a yellow gym park set. 
43452,a small kid plays in a park 
43453,A young boy eating mushrooms near a pizza.
43454,a kid is taking a bite out of a pizza
43455,A child eating pizza toppings in a kitchen.
43456,a little boy that is eating a pizza 
43457,A little boy is eating mushrooms from a pizza.
43458,a person that has a racket in his hand
43459,A young man playing tennis and preparing to hit the ball.
43460,A man hitting a tennis ball with a tennis racket.
43461,A man that is standing up with a racquet.
43462,The man in the t-shirt is hitting the tennis ball with a racket. 
43463,A woman in costume pulling a dog down a street in a wagon.
43464,a guy that is pulling a wagon with a dog in it
43465,A women who is putting a birthday hat on her dog.
43466,a person a black and white dog with a hat and a wagon
43467,A person is pulling a wagon with a dog in it.
43468,The man is practicing his tricks on his snowboard. 
43469,A man leaps in the air while on his ski board.
43470,A person doing a jump on a skateboard in the air
43471,A person jumping up in the air on a snowboard.
43472,A man that is jumping in the air on a snowboard.
43473,A woman is playing tennis with her children.
43474,A mother and her children play on a grass tennis court
43475,A woman hitting a tennis ball with a racquet
43476,The woman serves the tennis ball as a child watches.
43477,A woman hits a tennis ball with some kids.
43478,A person riding a snowboard down a snow covered slope.
43479,a person riding a snow board on a snowy surface
43480,A young boy in a jacket is snowboarding in a neighborhood.
43481,A child in a blue jacket riding a surfboard in the snow.
43482,A child snowboarding down a hill in the snow.
43483,Walking the court prepares the tennis player for his upcoming match.
43484,A tennis player walking on a grass court.
43485,A man holding a racquet on top of a tennis court.
43486,a guy walking on a court carrying a stick
43487,a man is holding a tennis racket on a court
43488,A young man in a baseball uniform with his arm pulled back.
43489,A man in a pitching pose with a baseball in his hand.
43490,Pitcher in red and grey uniform throwing a baseball. 
43491,A baseball player swinging is arm to throw a baseball.
43492,"A Phillies baseball player is preparing to throw the baseball, standing in front of a tall fence."
43493,A man with an evil smirk on his face wearing a vest.
43494,"a person wearing a vest, collared shirt and tie in front of bookshelves"
43495,THERE IS A MAN THAT IS TAKING A PHOTO OF HIMSELF 
43496,A man with his focus looking up at the camera.
43497,A man with a goatee is wearing a vest and paisley print tie
43498,Man placing a hotdog in a bun at a convenience store.
43499,A man working in a convenience store making hot dogs
43500,A man in a gas station is putting a hot dog in a bun
43501,The man is at the convenience store selecting a hotdog.
43502,A man putting a hot dog in a bun at a restaurant.
43503,"A man standing at an industrial kitchen sink, washing a large pot."
43504,Man in khakis and shirt washing dishes in a sink.
43505,A man washes a pot in a large industrial kitchen
43506,A man washing a giant pan inside of a metal sink.
43507,A man is washing a large pot in a kitchen.
43508,A person riding a bike down a street holding an umbrella.
43509,A bicyclist holding an umbrella riding down an urban street.
43510,A person is riding a bicycle with a basket and umbrella through a city street.
43511,A man riding a bike and carrying a umbrella.
43512,A cyclist with an umbrella cycling down the street.
43513,A person is flying a kite high in the air.
43514,A man flying a multi colored kite high in the air.
43515,Man in a hoodie looking up at a multi-colored kite. 
43516,a male wearing a gray sweat shirt is flying a kite
43517,a man playing with his kite as it flies through the sky
43518,The woman is talking on a cell phone
43519,a woman in a hood is on the phone
43520,Woman wearing headscarf and trench coat using cell phone.
43521,A woman sitting down talking on her cell phone. 
43522,A woman wearing a head covering talking on a cell phone.
43523,A man and woman ride on a red motorcycle with others in the background.
43524,"A man and a woman seated on a motorcycle, leading a line of others, also riding on motorcycles."
43525,Two people on a motorcycle are at the head of the line making a turn.
43526,A man and a woman turning a corner on a red motorcycle.
43527,"A man and woman riding on a red motorcycle together, with no helmets and other bikes riding behind them."
43528,The tennis player wearing red and black clothes is walking with his racket. 
43529,a tennis player making a grumpy face as he walks on the court
43530,A man holds a tennis racket while spectators watch.
43531,a man with a tennis racket gets ready to play 
43532,A young male in a black shirt preparing to play a game of tennis.
43533,A woman with a nose piercing is holding and looking at her cell phone. 
43534,A person is looking at a smart phone.
43535,a close up of a person using a cell phone
43536,A person looking down at their cell phone
43537,A young kid sending a text message on their phone. 
43538,A man is sitting in a chair with a cat on his chest 
43539,A man sitting in a living room holding a brown cat.
43540,A man sits in a cluttered room with a cat.
43541,A man is sitting in a living room with a cat.
43542,"A man sits in a living room with a cat on his chest next to a bookshelf, couch and round table with a white cloth."
43543,A picture of a man walking in the street.
43544,A man in a brown suit carries a bunch of green bananas.
43545,A person carrying a large stack of green bananas.
43546,A man is traveling past a dilapidated market while carrying bananas.
43547,a person walking holding a bunch of bananas on his shoulder
43548,The person is finishing up their food at the table. 
43549,A man spoons at a half eaten pastry.
43550,A man is eating cake with a big spoon. 
43551,A man holds a spoon near a plate with food.
43552,A guy eats some cake with a gigantic black plastic spoon.
43553,A child standing in a field throws a frisbee into a basket.
43554,Two children standing in the grass playing with a frisbee.
43555,a small kid playing frisbe on some grass 
43556,A young child is throwing a Frisbee during a game.
43557,A boy in red throws a Frisbee into the catcher.
43558,A smiling young man and woman playing a video game.
43559,A man is making a strange face and there is a woman behind him smiling.
43560,A man and woman standing while the man has a video game remote in his hand. 
43561,Two smiling young people are playing a video game.
43562,A man and a woman laughing at something they are looking at. 
43563,A man flying through the air on a snow board.
43564,A skateboarder does a trick high in the air.
43565,A snowboarder in the air doing a trick.
43566,A snowboarder is jumping in the air in the mountains
43567,"A snowboarder flies high in the air in a snowy, mountainous area."
43568,A man slicing a cake with a crown on top of it.
43569,A man cutting a cake that has a crown on the top.
43570,A man in a suit and tie is cutting a cake.
43571,"A man is cutting a cake to celebrate hsi reelectio,"
43572,A man cutting a cake that is shaped like a crown.
43573,a man is holding a baseball bat at a game
43574,The man is on the field playing a game of baseball.
43575,A man holding a bat on top of a green baseball field.
43576,A Dodgers baseball player waving to the camera 
43577,"An individual is doing something that is uncommonly entrancing. 
"
43578,A young woman sitting on her knees holding a Wii controller.
43579,a girl sitting on a sofa holding a game controller 
43580,A young girl holding a Wii controller setting on a chair.
43581,The girl is smiling while holding a video game controller.
43582,a woman sits on a couch with a wii remote in hand 
43583,female tennis player running to intercept the ball
43584,A woman standing on a tennis court holding a racquet.
43585,A woman in a white dress holding a racquet.  
43586,A tennis player running and looking up to find the ball.
43587,A tennis player is getting ready to hit a ball.
43588,A person on a beach with a surfboard.
43589,A woman with a surf board walking on the beach.
43590,A woman at the beach while holding a surfboard
43591,A female surfer is walking down the beach with her green board.
43592,a woman walking down a beach carrying a surfboard
43593,Guy sitting down stuffing his face with food
43594,A man eats something that is wrapped in white paper.
43595,A man is eating something wrapped in paper.
43596,A man takes a bite out of some sort of food. 
43597,A MAN SITTING DOWN AT A TABLE EATING SOMETHING
43598,A woman is sitting in front of a birthday cake smiling while another man looks on.
43599,Woman dressed in blue smiling with a five candled cake.
43600,A woman receives a birthday cake with candles in a metal tray.
43601,A woman having a laugh with a birthday cake with candles.
43602,A woman admires an elephant standing next to a wall.
43603,The woman is trying to feed the large elephant.
43604,a person standing near a very large elephant 
43605,"A person from the back with a bag slung over back, holding arm out to a standing elephant, near a wall, outside."
43606,A man in pinstriped suit swinging a baseball bat.
43607,A professional baseball player is swinging a bat.
43608,A baseball player holding his bat on the field.
43609,A baseball player looks at the ball he just hit with the bat.
43610,A young man is swinging his bat on the field.
43611,A bike is tied to a pole while a sufer walks on the sand to the water.
43612,A person carrying a surfboard out to the ocean.
43613,A man is holding a surfing board on a beach.
43614,a person holding a surf board on a beach
43615,A bicycle against a pole and a surfer on the beach
43616,A man young man riding a skateboard next to a brick building.
43617,Black and white photograph of a boy riding a skateboard.
43618,A boy wearing a helmet does a skateboard trick.
43619,Skateboarder displaying skills in old fashioned black and white photograph.
43620,The young boy is riding his skateboard in his backyard. 
43621,A man flies a kite on a nice day at the beach.
43622,A person flying a kite in the air.
43623,A man flying a red kite at a beach.
43624,Man in red shirt at beach flying a red kite.
43625,A boy is flying a red kite in a blue sky.
43626,a man is delivering some food on his bicycle and a blue car
43627,A delivery guy on bike makes way through a city street with food in tow.
43628,A food delivery person on a bike next to a car on a street.
43629,A delivery person is riding their bike through an intersection.
43630,A man on a bike delivering food from a restaurant.
43631,A young man riding a surf board on a very small wave.
43632,a man is riding a board on the water
43633,A man on a surfboard riding a wave.
43634,A man happily water skiing along calm water.
43635,a man on wake board enjoys the waves 
43636,a skateboarder in a black shirt is doing a trick
43637,Guy jumping in mid air doing a trick with his skateboard.
43638,A man ramping a skateboard over a ramp.
43639,A boy on a skateboard takes to the air.
43640,A skate boarder does a trick at the skate park.
43641,A pitcher holds his arm far behind him during a pitch.
43642,The baseball player is throwing a very intense pitch.
43643,"A baseball player pitching a ball on a field,"
43644,a professional pitcher on the mound getting ready to throw the ball
43645,A baseball player throws a pitch while others watch from the dugout.
43646,The  baby girl is in her home celebrating her first birthday with birthday cake
43647,A little girl is enjoying her birthday cake from her first birthday
43648,A girl with a party hat eating cake with icing.
43649,A little girl eating cake on her first birthday
43650,A baby in a high chair eating  birthday cake.
43651,A man standing and making a funny face while he holds a camera in his hands.
43652,a man making a goofy face to the camera 
43653,"A man with a surprised look posing for a picture with people, a bicycle and cars in the background."
43654,A man looking into his camera making a weird face 
43655,A guy is making an odd face for the picture.
43656,A baby in a stroller is looking at a sheep.
43657,a baby sitting in a stroller looking at a sheep
43658,A baby looks toward a sheep in a field.
43659,a small child in a seat next to a sheep in a field
43660,A baby sitting in a stroller looks at a sheep and reaches his hand out toward it.
43661,A man is preparing his throw with a two handed ready.
43662,The man is holding the Frisbee with both hands.
43663,A man holding a white frisbee while standing in a park.
43664,A  middle aged man in a field tossing a frisbee.
43665,A man is playing frisbee in the park.
43666,A woman is putting vegetables into a yellow bowl.
43667,Hands above yellow bowl with an artichoke in it.
43668,a person putting some grapes in a bowl
43669,A person working with an artichoke in a bowl on a counter.
43670,The woman is preparing the artichoke in her kitchen.
43671,A person kitesurfing over the waves of the ocean's shore.
43672,a kite surfer is doing a flying trick over some water
43673,A man is flying up in the air and having fun. 
43674,A guy is waterboarding in the ocean on a windy day.
43675,A person kite boarding in rough seas near the shoreline.
43676,A man that is standing on a tennis court.
43677,A man holding a tennis racquet on a court.
43678,A young man is walking with a tennis racquet facing down. 
43679,A man dressed in sports gear holding onto a club.
43680,a man is walking across a tennis court
43681,He will buy a product in the refrigerator.
43682,"A man is looking down and into a store cooler with drinks, microwaveable and prepacked food items, and ice cream. "
43683,A man that is standing in front of a refrigerator.
43684,A man in a store looking into fridge
43685,A person in a blue jacket making a jump while skiing.
43686,Man jumping in skies down a snowy slope.
43687,a person in skies is in the air
43688,A man flying through the air while riding skis.
43689,The snow skier is enjoying jumping the hill.
43690,A man taking a picture of a polar bear through an aquarium with a glass window.
43691,The person is taking a picture of the bear in the glass.
43692,A man is taking a picture of a polar bear in an aquarium.
43693,a man staking a picture of a polar bear through a glass viewing while the polar bear swims
43694,Man taking a picture of a polar bear in an under water aquarium enclosure.
43695,A woman holding up a carrot while wearing a scarf.
43696,This woman is holding what appears to be a carrot.
43697,A woman holding up a very phallic looking carrot.
43698,A woman holding a carrot in one of her hands. 
43699,A women who is holding an odd shaped carrot. 
43700,A man holding his hand on top of a blender.
43701,a man holding the lid on a blender in a kitchen
43702,A man operating a blender on a counter top in a kitchen.
43703,A man holds the lid on a blender as it operates. 
43704,A man is making a blender drink in the kitchen.
43705,A man and a woman standing next to each other in a  building.
43706,a photo of a man standing next to a woman
43707,A man with a hat and a laughing woman are posing.
43708,A photograph of a man wearing a woman's hat.
43709,A person is trying to fly a kite in a large grassy field.
43710,A woman is flying an orange kite through a field.
43711,A woman runs in an open field trailing an orange kite behind her.
43712,A person trying to fly an orange kite
43713,A person running in a field with a kite low to the ground behind them.
43714,The boy is trying to hit the baseball during the game. 
43715,A little boy in a black baseball helmet and a red and white uniform with a blue baseball bat. 
43716,A boy swings his bat at a baseball game as people watch on the bleachers behind him.
43717,A man is swinging at a ball during a baseball game.
43718,a young boy holding a bat at a baseball game
43719,A man and woman looking at eight pizzas atop a table.
43720,A man and woman standing around a table full of pizza boxes.
43721,A boy and girl are choosing from a variety of different pizzas.
43722,A man and woman standing over a table covered with several boxes of pizza. 
43723,a couple are setting the different pizzas on a table
43724,A woman is laughing while she tries to play a game. 
43725,A girl with her head thrown back laughing with an apple hanging in front of her face.
43726,A laughing woman with an apple ornament dangling closely to her cheek.  
43727,A lady in a nice blouse balancing an apple on her cheek. 
43728,A woman smiling with an apple hanging 
43729,A young man is using his skateboard on the street.
43730,a guy looking down standing next to his skate board
43731,A boy doing a trick on a skateboard on a street.
43732,A man stands next to a skateboard in the street.
43733,A man skateboards down an urban street with grafitti.
43734,A man sitting in a window ledge with a cell phone in his hand.
43735,A young man holding a phone perches in a sunny kitchen window sill.
43736,A man in a skullcap sits on a window sill.
43737,a male is sitting by a window looking at his cellphone
43738,A person sitting in a kitchen window looking directly into the camera. 
43739,a man sitting in a kitchen winow holding onto a phone
43740,A man standing on a tennis court holding a racquet.
43741,A tennis player is wiping his face with a towel.
43742,A man is rubbing his face with a cloth as his other hand holds a racquet.
43743,Man wiping his face with a towel on a tennis court with a racket in his other hand.
43744,A tennis player is drinking and taking a break. 
43745,The young child is learning how to ski. 
43746,A young girl on a pair of snow skis.
43747,a small child standing on a snow covered bank wearing skis.
43748,A child on skis standing on a ski slope.
43749, A young person wearing winter attire on skies.
43750,The man is flying a blue and yellow kite.
43751,A person holds onto a kite in the sky.
43752,A man in black shirt flying a kite in a sky.
43753,A guy standing in a field flying a blue kite.
43754,A woman holding an umbrella in front of an oriental building.
43755,The woman is crossing a street holding a red umbrella.
43756,a woman holding a parasol and a walking cane crosses a street in front of some Asian buildings
43757,A woman carrying a red umbrella crossing the street.
43758,A lady with an umbrella stands across the street from a traditional Chinese building.
43759,A baseball player swinging his bat at a baseball.
43760,Batter taking a swing at the ball during baseball game
43761,A baseball player hit the ball with his bat.
43762,A baseball player strikes a ball with his baseball bat.
43763,The baseball player is hoping for a hit.
43764,A vet getting a cat's attention with feathers.
43765,A man dangling a toy in front of his cat.
43766,A man is playing with a black cat with several cages in the background.  
43767,Man in kennel with black cat and feather toy.
43768,A man waves a feather duster at a cat. 
43769,A baseball player getting ready to hit a ball.
43770,A player is at bat in a baseball game.
43771,"Baseball player at bat, about to deliver swing"
43772,A batter posed to swing his bat with a catcher and umpire behind him.
43773,a man is holding a baseball bat on a field
43774,A lady bouncing a tennis ball before she serves.
43775,A woman bouncing a tennis ball on a clay tennis court.
43776,A woman holding a tennis racket throwing it down
43777,A lady is reaching down to grab a tennis ball.
43778,A woman holding a tennis racket drops a tennis ball.
43779,A little girl riding a bike down an alley.
43780,A Person riding a bike down a street.
43781,A young child rides down an alley near some shops.
43782,A kid is riding a bike down a narrow street.
43783,A man in a cap holding a skateboard against a wall. 
43784,A man is holding the skateboard against the side of a pool wall.
43785,a dude that has a skateboard in hand
43786,A man in a sunken pool doing something with a skateboard
43787,A skater spray paints in a half pipe. 
43788,Skateboarder who just launched off a horizontal ramp
43789,A skateboarder about to land on a ramp
43790,A skateboarder jumping in the air after leaving a wooden ramp.
43791,A skateboarder at night is making a jump.
43792,A young man airborne while riding his skate board.
43793,a woman in a pink dress is playing tennis
43794,A woman wearing a visor and playing tennis on a hard surface tennis court.
43795,A female Tennis play appears to be waiting for the ball to make it to her. 
43796,A woman swings her tennis racket on the court. 
43797,a tennis player on a court swinging a racket
43798,A person standing on  surfboard in the water.
43799,A person riding a surfboard in the middle of the ocean.
43800,a man is riding on a surfboard at the beach
43801,A person on a skateboard riding a wave in the ocean.
43802,a person that is on some kind of surfboard
43803,A person sitting on a couch using a laptop.
43804,A smiling man with a personalized computer on a couch
43805,A man is sitting on a couch using a laptop.
43806,A man in a lobby on a laptop computer.
43807,a old woman carries a stick with some oranges on it 
43808,a woman walking outside with oranges on a stick
43809,A person walking with a stick on their shoulder with tangerines hanging from it.
43810,The woman is carrying a bunch of oranges. 
43811,A woman carrying a stick with bunches of fruit hanging from it.
43812,A person riding a board on top of a wave.
43813,A person is riding on a surfboard at the beach
43814,A man kneeling down on a surfboard in the water
43815,A guy on a surf board riding a wave.
43816,A surfer crouched down on his surf board preparing to stand up as a wave approaches.
43817,A man and a woman holding surfboards on the beach.
43818,The woman and man are walking down the beach carrying their surfboards. 
43819,A man and woman that are standing in the sand.
43820,One male and one female surfer walking along the shore.
43821,A man and a women walking on a beach with surfboards.
43822,The woman is sticking her tongue towards the food.
43823,A woman taking a bite of bread with shrimp and tomato on it.
43824,A woman holding a piece of pizza in her right hand.
43825,Woman licks her tongue at a piece of pizza
43826,A blond woman in a tank top eats a piece of fried food.
43827,A little boy holding a soft baseball bat toy with a helmet on.
43828,Black and white photograph of a boy with a bat.
43829,A very young boy wearing a baseball helmet.
43830,A young boy wearing a helmet holds a wide wooden baseball bat.
43831,A young child wearing a helmet is holding a plastic baseball bat.
43832,A young boy holding a teddy bear by it's ears.
43833,A child is holding up a large teddy bear.
43834,A young child holding a teddy bear around his friends. 
43835,A child with his teddy bear that is carrying a backpack.
43836,A boy plays with the ears of a teddy bear.
43837,A professional photograph of a hat wearing young woman riding a black horse.
43838,The dressed up woman is riding a horse.
43839,A woman in grey coat and top hat riding a black horse.
43840,A woman on a horse dressed in riding attire.
43841,The woman is riding the show horse around the course. 
43842,A man playing wii with two woman sitting behind him at a table. 
43843,A man sits in a suit playing a video game
43844,A man in a suit is sitting in a chair holding a remote.
43845,A man wearing a suit holding a remote control in his hands.
43846,An Asian man in a tuxedo playing Wii
43847,A man holding a very large knife standing in a foggy alley.
43848,A man wearing a trenchcoat and holding a large knife stands against a smoky night background.
43849,A man dressed in a hat and all black is holding a butcher knife in his hand and their is fog in the background.
43850,A dark photo of a man in a black suit holding a knife.
43851,A man dressed in black is holding a large sharp knife.
43852,A man sitting on a motorcycle with a dog sitting between his legs.
43853,A man riding on the back of a motorcycle with his adorable pug.
43854,A man and a dog are sitting on a motorcycle.
43855,Man sitting on a moped with a dog.
43856,A black and white photo of a man riding a motorcycle with his dog.
43857,A woman is holding two toddlers on her lap as they play on the keyboard.
43858,Two toddlers are playing with an electric organ.
43859,Two young children are sitting infront of a computer
43860,An adult and two children using a computer keyboard
43861,A person sitting at a computer with two kids and one is pushing keys.
43862,The baseball player in the orange jersey is swinging a bat.
43863,a baseball player swinging a bat at a ball
43864,A baseball player swinging a bat over home plate.
43865,A baseball player takes a big swing at the ball
43866,A baseball player swinging a bat at home plate.
43867,A woman laying on a bathroom floor next to a toilet.
43868,A person is laying on their back on the floor of a bathroom.
43869,A woman laying down on a bathroom floor by a trash can. 
43870,a person laying on the ground in a bath room near a toilet
43871,A person is laying on the bathroom floor in front of toilet.
43872,A young boy is doing a skateboard trick.
43873,A skateboarder performs a trick in a skate park. 
43874,A boy riding on his skateboard at a skate park. 
43875,a young kid doing a trick on a skateboard at a skate park
43876,A skateboarder doing a trick on a skate ramp.
43877,A baseball player walking across a field while holding a bat.
43878,A baseball player walking up to the plate 
43879,A baseball player stepping up to home plate to bat
43880,A man is walking to the homeplate for his turn at the bat.
43881,A baseball player walking towards home plate holding a bat.
43882,An infant holding a partially eaten piece of food with both hands and with it's eyes wide open.
43883,"A wide eyed, naked baby eating some food."
43884,There is a small baby eating a apple
43885,A small baby standing eating a piece of food.
43886,a baby is holding a piece of food and eating it
43887,A boy flying through the air with his skateboard as it flips around.
43888,A person on a skate board high up in the air.
43889,A man jumping in the air on a skateboard.
43890,A young man performing a skate board trick outside.
43891,The skater is flipping his board during a high jump.
43892,A woman is walking in the ocean carrying a surfboard.
43893,A woman holding a surfboard walking into the ocean. 
43894,A woman is walking into the ocean with a surfboard.
43895,A woman carrying a surfboard out into the ocean.
43896,A woman in black bikini walking with white surfboard on beach.
43897,A batter is swinging the bat in a baseball game.
43898,a major league baseball player is swinging his bat
43899,A baseball player finishes a swing for a pitch.
43900,"A man playing with a tennis racquet, on a court."
43901,a guy is getting ready to play tennis
43902,A man is on the tennis court holding two tennis rackets.
43903,a man is holding a tennis racket on a court
43904,a tennis player walks off the tennis court 
43905,A man is holding a shirt and tie next to a suit.
43906,He needs advice on his choice of a tie to go with the suit.
43907,A man is holding a shirt and tie up to a suit jacket
43908,The man is trying to match a shirt and tie to a suit.
43909,A tall man is holding a shirt and tie next to a suit to see if it matches.
43910,A toddler is laying on some kind of flat surface.
43911,A young girl lays down on a bed with a blanket
43912,A young girl laying on a stool with blankets
43913,A child is covered with a blanket as she lies down.
43914,A little girl lying down in some blankets.
43915,A young child and a toddler treading the snow.
43916,The young child is walking along beside the skier.
43917,A woman cross country skiing with a child walking
43918,A man on skies is standing next to a child.
43919,"On a snowy mountain, a woman with a backpack and ski poles is on a pair of skies next to a child in a winter jumpsuit."
43920,A man holding a kite in a park
43921,a man is in the park holding a kite
43922,A man wearing a green shirt and black jacket stands holding a square shaped kite in a grassy area near a large building.
43923,A man is flying a fish kite in a grassy area in front of a building.
43924,A child holds a game controller for Wii.
43925,Little kid holding a video game controller in front of a tv.
43926,The small child is sitting in front of the computer monitor.
43927,A baby is holding a Wii remote with a game playing in the background.
43928,A baby looks at the camera with a video game remote.
43929,a girl that is taking a picture in the mirror
43930,A woman taking a picture of herself with a camera.
43931,this woman is taking a picture of herself in the mirror
43932,A woman taking a picture of herself in a mirror.
43933,a female standing in the bathroom and taking a photo with her phone
43934,a person sitting on a vert ramp with a skate board
43935,A skateboarder with his skateboard is sitting on the side of a ramp.
43936,A man sitting on the side of a wooden skateboard ramp.
43937,A guy sitting at the top of a ramp with a skate board.
43938,A man is sitting next to a skateboard on a skate ramp.
43939,A man flying a very tall kite into the sky.
43940,A boy is flying a long kite near a several buildings.
43941,A person holding a string attached to a long flying object.
43942,A person in a hat is in the dirt flying a kite.
43943,A man flying a kite in a parking lot.
43944,The man is holding an umbrella over his shoulder.
43945,a woman is holding an umbrella in the rain
43946,A person under an umbrella during a rainy day.
43947,A man sits outside in the rain under an umbrella.
43948,a man walking in the rain while holding an umbrella.
43949,A man standing on a tennis court holding a tennis racquet
43950,A man waits to react during a tennis match.
43951,A man is playing a competitive game of tennis.
43952,A man with a racket in his hand while playing tennis in front of a crowd. 
43953,A little girl is sitting on a luggage cart with the luggage. 
43954,a small child sits on brief cases as a man and woman look on
43955,The little girl sits on top of the luggage on the cart.
43956,colored woman in a corner talking on the phone.
43957,A woman walking past a store talking on a cell phone.
43958,a woman wearing a red dress is talking on a cellphone
43959,A woman in a long skirt is on the phone.
43960,A woman wearing a skirt and head scarf talking on a cellphone next to a building.
43961,A woman sitting on top of a bench while reading a book.
43962,A blonde lady is sitting by the bench and reading. 
43963,A woman sits on a city bench reading and smoking a cigarette
43964,"A woman with a book sitting on a bench,"
43965,A woman in black sitting on a bench on a cobbled plaza.
43966,Man holding a tennis racket looking away from two young players. 
43967,A man is playing tennis with other people.
43968,Man on tennis court with racket looking at camera while people on the other side of the net wait for him.
43969,A man holding a tennis racket at the tennis court. 
43970,A man is coming down a ramp on a skateboard.  
43971,A man is posed on top of a skateboard ramp on his board beside a house.
43972,Boy performs a skateboard move on skateboarding equipment.
43973,A man wearing a red shirt on a skateboard. 
43974,A man riding a skateboard down the side of a ramp.
43975,A man riding on the back of a boat filled with people.
43976,A man that is standing up on the back of a boat.
43977,A man is using a pole to push a small boat with people in it.
43978,a person is rowing a boat with people inside it
43979,A man paddling a boat with passengers on a lake.
43980,A blond haired woman holding up a cell phone.
43981,The teenager is taking a picture of her male friend with her cell phone.
